
time,gFx,gFy,gFz,Latitude,Longitude,Speed (m/s),
0.975688,-0.0410,0.4573,0.8111,30.28908500,78.00281000,0.01389750,
1.013246,-0.0410,0.4573,0.8033,30.28908500,78.00281000,0.01389750,
1.014803,-0.0410,0.4553,0.8013,30.28908500,78.00281000,0.01389750,
1.053540,-0.0410,0.4553,0.8013,30.28908500,78.00281000,0.01389750,
1.055410,-0.0273,0.4534,0.8052,30.28908500,78.00281000,0.01389750,
1.092993,-0.0137,0.4476,0.8150,30.28908500,78.00281000,0.01389750,
1.094545,0.0000,0.4456,0.8248,30.28908500,78.00281000,0.01389750,
1.133051,0.0000,0.4456,0.8345,30.28908500,78.00281000,0.01389750,
1.134719,0.0000,0.4456,0.8423,30.28908500,78.00281000,0.01389750,
1.172512,0.0000,0.4416,0.8482,30.28908500,78.00281000,0.01389750,
1.173986,0.0000,0.4358,0.8521,30.28908500,78.00281000,0.01389750,
1.212455,0.0000,0.4299,0.8541,30.28908500,78.00281000,0.01389750,
1.214061,0.0116,0.4162,0.8541,30.28908500,78.00281000,0.01389750,
1.252151,0.0293,0.4006,0.8502,30.28908500,78.00281000,0.01389750,
1.254208,0.0468,0.3889,0.8423,30.28908500,78.00281000,0.01389750,
1.292352,0.0645,0.3831,0.8365,30.28908500,78.00281000,0.01389750,
1.294238,0.0645,0.3850,0.8326,30.28908500,78.00281000,0.01389750,
1.331533,0.0645,0.3908,0.8267,30.28908500,78.00281000,0.01389750,
1.333328,0.0508,0.4006,0.8228,30.28908500,78.00281000,0.01389750,
1.371297,0.0351,0.4104,0.8228,30.28908500,78.00281000,0.01389750,
1.373025,0.0176,0.4202,0.8267,30.28908500,78.00281000,0.01389750,
1.411943,0.0000,0.4260,0.8306,30.28908500,78.00281000,0.01389750,
1.413767,0.0000,0.4260,0.8345,30.28908500,78.00281000,0.01389750,
1.451169,0.0000,0.4202,0.8404,30.28908500,78.00281000,0.01389750,
1.453391,0.0000,0.4104,0.8423,30.28908500,78.00281000,0.01389750,
1.491478,0.0000,0.4045,0.8443,30.28908500,78.00281000,0.01389750,
1.493378,0.0000,0.4006,0.8443,30.28908500,78.00281000,0.01389750,
1.530753,0.0000,0.3948,0.8443,30.28908500,78.00281000,0.01389750,
1.532493,0.0000,0.3929,0.8423,30.28908500,78.00281000,0.01389750,
1.570336,0.0000,0.3929,0.8404,30.28908500,78.00281000,0.01389750,
1.571602,0.0000,0.4006,0.8423,30.28908500,78.00281000,0.01389750,
1.610829,0.0000,0.4006,0.8443,30.28908500,78.00281000,0.01389750,
1.612189,0.0000,0.4006,0.8462,30.28908500,78.00281000,0.01389750,
1.649716,0.0000,0.4006,0.8462,30.28908500,78.00281000,0.01389750,
1.650828,0.0000,0.3967,0.8462,30.28908500,78.00281000,0.01389750,
1.689867,0.0000,0.3908,0.8462,30.28908500,78.00281000,0.01389750,
1.691374,0.0000,0.3869,0.8482,30.28908500,78.00281000,0.01389750,
1.730826,0.0000,0.3811,0.8502,30.28908500,78.00281000,0.01389750,
1.732454,0.0000,0.3733,0.8541,30.28908500,78.00281000,0.01389750,
1.769257,0.0000,0.3615,0.8619,30.28908500,78.00281000,0.01389750,
1.770530,0.0000,0.3537,0.8678,30.28908500,78.00281000,0.01389750,
1.810839,0.0000,0.3479,0.8776,30.28908500,78.00281000,0.01389750,
1.812954,0.0000,0.3400,0.8834,30.28908500,78.00281000,0.01389750,
1.848846,0.0000,0.3361,0.8873,30.28908500,78.00281000,0.01389750,
1.850760,0.0000,0.3322,0.8912,30.28908500,78.00281000,0.01389750,
1.888486,0.0000,0.3322,0.8932,30.28908500,78.00281000,0.01389750,
1.889877,0.0000,0.3361,0.8912,30.28908500,78.00281000,0.01389750,
1.928752,0.0000,0.3420,0.8873,30.28908500,78.00281000,0.01389750,
1.930895,0.0000,0.3479,0.8814,30.28908500,78.00281000,0.01389750,
1.968257,0.0000,0.3537,0.8776,30.28908500,78.00281000,0.01389750,
1.969497,0.0000,0.3615,0.8736,30.28908500,78.00281000,0.01389750,
2.008217,0.0000,0.3713,0.8697,30.28908500,78.00281000,0.01389750,
2.010002,0.0000,0.3791,0.8639,30.28908500,78.00281000,0.01389750,
2.047311,-0.0116,0.3850,0.8599,30.28908500,78.00281000,0.01389750,
2.049476,-0.0254,0.3869,0.8580,30.28908500,78.00281000,0.01389750,
2.086442,-0.0254,0.3929,0.8560,30.28908500,78.00281000,0.01389750,
2.087665,-0.0254,0.3948,0.8560,30.28908500,78.00281000,0.01389750,
2.126387,-0.0254,0.3948,0.8541,30.28908500,78.00281000,0.01389750,
2.127980,-0.0254,0.3948,0.8521,30.28908500,78.00281000,0.01389750,
2.166627,-0.0116,0.3948,0.8521,30.28908500,78.00281000,0.01389750,
2.168345,0.0000,0.3929,0.8560,30.28908500,78.00281000,0.01389750,
2.206779,0.0000,0.3929,0.8599,30.28908500,78.00281000,0.01389750,
2.208444,0.0000,0.3908,0.8599,30.28908500,78.00281000,0.01389750,
2.245561,0.0000,0.3908,0.8619,30.28908500,78.00281000,0.01389750,
2.246965,0.0000,0.3908,0.8619,30.28908500,78.00281000,0.01389750,
2.285989,0.0000,0.3908,0.8619,30.28908500,78.00281000,0.01389750,
2.287092,0.0000,0.3908,0.8599,30.28908500,78.00281000,0.01389750,
2.325430,0.0000,0.3850,0.8560,30.28908500,78.00281000,0.01389750,
2.326910,0.0000,0.3831,0.8521,30.28908500,78.00281000,0.01389750,
2.365158,0.0000,0.3771,0.8482,30.28908500,78.00281000,0.01389750,
2.366688,0.0000,0.3752,0.8462,30.28908500,78.00281000,0.01389750,
2.404992,0.0000,0.3713,0.8462,30.28908500,78.00281000,0.01389750,
2.406699,0.0000,0.3694,0.8482,30.28908500,78.00281000,0.01389750,
2.444777,0.0000,0.3694,0.8482,30.28908500,78.00281000,0.01389750,
2.446098,0.0000,0.3713,0.8482,30.28908500,78.00281000,0.01389750,
2.486370,0.0000,0.3771,0.8521,30.28908500,78.00281000,0.01389750,
2.487535,0.0000,0.3791,0.8541,30.28908500,78.00281000,0.01389750,
2.525200,0.0000,0.3831,0.8560,30.28908500,78.00281000,0.01389750,
2.526275,0.0000,0.3850,0.8541,30.28908500,78.00281000,0.01389750,
2.564717,0.0000,0.3850,0.8541,30.28908500,78.00281000,0.01389750,
2.565823,0.0000,0.3831,0.8541,30.28908500,78.00281000,0.01389750,
2.604695,0.0000,0.3831,0.8541,30.28908500,78.00281000,0.01389750,
2.606408,0.0000,0.3831,0.8541,30.28908500,78.00281000,0.01389750,
2.644818,0.0000,0.3831,0.8521,30.28908500,78.00281000,0.01389750,
2.646266,0.0000,0.3831,0.8521,30.28908500,78.00281000,0.01389750,
2.684877,0.0000,0.3831,0.8502,30.28908500,78.00281000,0.01389750,
2.686400,0.0000,0.3831,0.8521,30.28908500,78.00281000,0.01389750,
2.724527,0.0000,0.3831,0.8521,30.28908500,78.00281000,0.01389750,
2.725942,0.0000,0.3869,0.8521,30.28908500,78.00281000,0.01389750,
2.764262,0.0000,0.3869,0.8502,30.28908500,78.00281000,0.01389750,
2.765742,0.0000,0.3889,0.8502,30.28908500,78.00281000,0.01389750,
2.803691,0.0000,0.3929,0.8521,30.28908500,78.00281000,0.01389750,
2.805085,0.0000,0.3929,0.8541,30.28908500,78.00281000,0.01389750,
2.843478,0.0000,0.3929,0.8541,30.28908500,78.00281000,0.01389750,
2.844867,0.0000,0.3908,0.8541,30.28908500,78.00281000,0.01389750,
2.889780,0.0000,0.3908,0.8521,30.28908500,78.00281000,0.01389750,
2.890794,0.0000,0.3869,0.8521,30.28908000,78.00282167,0.05816361,
2.922806,0.0000,0.3811,0.8521,30.28908000,78.00282167,0.05816361,
2.924180,0.0000,0.3811,0.8482,30.28908000,78.00282167,0.05816361,
2.962883,-0.0116,0.3811,0.8443,30.28908000,78.00282167,0.05816361,
2.964051,-0.0254,0.3831,0.8404,30.28908000,78.00282167,0.05816361,
3.002211,-0.0391,0.3831,0.8365,30.28908000,78.00282167,0.05816361,
3.003562,-0.0528,0.3869,0.8365,30.28908000,78.00282167,0.05816361,
3.041580,-0.0664,0.3929,0.8345,30.28908000,78.00282167,0.05816361,
3.042546,-0.0820,0.3967,0.8345,30.28908000,78.00282167,0.05816361,
3.082219,-0.0820,0.3967,0.8345,30.28908000,78.00282167,0.05816361,
3.083869,-0.0684,0.3987,0.8365,30.28908000,78.00282167,0.05816361,
3.121546,-0.0547,0.3987,0.8423,30.28908000,78.00282167,0.05816361,
3.122747,-0.0547,0.4006,0.8462,30.28908000,78.00282167,0.05816361,
3.161376,-0.0410,0.4006,0.8482,30.28908000,78.00282167,0.05816361,
3.162199,-0.0254,0.3987,0.8482,30.28908000,78.00282167,0.05816361,
43.169101,-0.1465,0.4593,0.8091,30.28908000,78.00282167,0.05816361,
43.172316,-0.1485,0.4593,0.8131,30.28906667,78.00281667,0.04478083,
43.174371,-0.1485,0.4593,0.8150,30.28906667,78.00281667,0.04478083,
43.175481,-0.1465,0.4573,0.8150,30.28906667,78.00281667,0.04478083,
43.176512,-0.1465,0.4573,0.8131,30.28906667,78.00281667,0.04478083,
43.177464,-0.1446,0.4573,0.8111,30.28906667,78.00281667,0.04478083,
43.178525,-0.1446,0.4573,0.8111,30.28906667,78.00281667,0.04478083,
43.179408,-0.1407,0.4553,0.8131,30.28906667,78.00281667,0.04478083,
43.210266,-0.1387,0.4495,0.8150,30.28906667,78.00281667,0.04478083,
43.211873,-0.1367,0.4495,0.8150,30.28906667,78.00281667,0.04478083,
43.247294,-0.1348,0.4495,0.8150,30.28906667,78.00281667,0.04478083,
43.249310,-0.1348,0.4495,0.8169,30.28906667,78.00281667,0.04478083,
43.267886,-0.1329,0.4495,0.8208,30.28906667,78.00281667,0.04478083,
43.269529,-0.1329,0.4495,0.8208,30.28906667,78.00281667,0.04478083,
43.306798,-0.1348,0.4534,0.8189,30.28906667,78.00281667,0.04478083,
43.308666,-0.1367,0.4573,0.8150,30.28906667,78.00281667,0.04478083,
43.346302,-0.1387,0.4573,0.8131,30.28906667,78.00281667,0.04478083,
43.347523,-0.1407,0.4573,0.8111,30.28906667,78.00281667,0.04478083,
43.388843,-0.1427,0.4573,0.8111,30.28906667,78.00281667,0.04478083,
43.390835,-0.1446,0.4573,0.8091,30.28906667,78.00281667,0.04478083,
43.426291,-0.1465,0.4573,0.8091,30.28906667,78.00281667,0.04478083,
43.428367,-0.1485,0.4593,0.8091,30.28906667,78.00281667,0.04478083,
43.465718,-0.1485,0.4593,0.8131,30.28906667,78.00281667,0.04478083,
43.466948,-0.1504,0.4573,0.8169,30.28906667,78.00281667,0.04478083,
43.506009,-0.1504,0.4573,0.8189,30.28906667,78.00281667,0.04478083,
43.509517,-0.1485,0.4593,0.8189,30.28906667,78.00281667,0.04478083,
43.544723,-0.1485,0.4593,0.8189,30.28906667,78.00281667,0.04478083,
43.546691,-0.1465,0.4573,0.8189,30.28906667,78.00281667,0.04478083,
43.585765,-0.1465,0.4573,0.8208,30.28906667,78.00281667,0.04478083,
43.587981,-0.1427,0.4553,0.8189,30.28906667,78.00281667,0.04478083,
43.625360,-0.1427,0.4553,0.8169,30.28906667,78.00281667,0.04478083,
43.627023,-0.1407,0.4573,0.8131,30.28906667,78.00281667,0.04478083,
43.666137,-0.1387,0.4573,0.8131,30.28906667,78.00281667,0.04478083,
43.667871,-0.1387,0.4553,0.8150,30.28906667,78.00281667,0.04478083,
43.704835,-0.1367,0.4495,0.8150,30.28906667,78.00281667,0.04478083,
43.706326,-0.1367,0.4495,0.8150,30.28906667,78.00281667,0.04478083,
43.744557,-0.1348,0.4495,0.8131,30.28906667,78.00281667,0.04478083,
43.745816,-0.1329,0.4495,0.8150,30.28906667,78.00281667,0.04478083,
43.784671,-0.1329,0.4495,0.8169,30.28906667,78.00281667,0.04478083,
43.786323,-0.1309,0.4495,0.8208,30.28906667,78.00281667,0.04478083,
43.824259,-0.1290,0.4534,0.8208,30.28906667,78.00281667,0.04478083,
43.825880,-0.1309,0.4593,0.8189,30.28906667,78.00281667,0.04478083,
43.864363,-0.1329,0.4632,0.8189,30.28906667,78.00281667,0.04478083,
43.866030,-0.1348,0.4670,0.8189,30.28906667,78.00281667,0.04478083,
43.904136,-0.1407,0.4670,0.8189,30.28906667,78.00281667,0.04478083,
43.905715,-0.1446,0.4710,0.8189,30.28906667,78.00281667,0.04478083,
43.943287,-0.1504,0.4768,0.8150,30.28906667,78.00281667,0.04478083,
43.945101,-0.1563,0.4788,0.8131,30.28906667,78.00281667,0.04478083,
43.983309,-0.1602,0.4788,0.8111,30.28906667,78.00281667,0.04478083,
43.985003,-0.1641,0.4788,0.8111,30.28906667,78.00281667,0.04478083,
44.023711,-0.1681,0.4847,0.8091,30.28906667,78.00281667,0.04478083,
44.025575,-0.1700,0.4866,0.8071,30.28906667,78.00281667,0.04478083,
44.063155,-0.1739,0.4866,0.8033,30.28906667,78.00281667,0.04478083,
44.064946,-0.1739,0.4866,0.8013,30.28906667,78.00281667,0.04478083,
44.102686,-0.1758,0.4866,0.7994,30.28906667,78.00281667,0.04478083,
44.104459,-0.1779,0.4905,0.7973,30.28906667,78.00281667,0.04478083,
44.142488,-0.1798,0.4905,0.7954,30.28906667,78.00281667,0.04478083,
44.144362,-0.1798,0.4924,0.7973,30.28906667,78.00281667,0.04478083,
44.182448,-0.1779,0.4924,0.7994,30.28906667,78.00281667,0.04478083,
44.184105,-0.1758,0.4924,0.8013,30.28906667,78.00281667,0.04478083,
44.222161,-0.1719,0.4924,0.8052,30.28906667,78.00281667,0.04478083,
44.224244,-0.1661,0.4945,0.8091,30.28906667,78.00281667,0.04478083,
44.262168,-0.1563,0.4945,0.8111,30.28906667,78.00281667,0.04478083,
44.263435,-0.1446,0.4924,0.8091,30.28906667,78.00281667,0.04478083,
44.302311,-0.1309,0.4924,0.8071,30.28906667,78.00281667,0.04478083,
44.303632,-0.1172,0.4924,0.8033,30.28906667,78.00281667,0.04478083,
44.341471,-0.1055,0.4924,0.7994,30.28906667,78.00281667,0.04478083,
44.342848,-0.0957,0.4924,0.7915,30.28906667,78.00281667,0.04478083,
44.381651,-0.0879,0.4924,0.7837,30.28906667,78.00281667,0.04478083,
44.383882,-0.0859,0.4964,0.7759,30.28906667,78.00281667,0.04478083,
44.421547,-0.0879,0.5003,0.7719,30.28906667,78.00281667,0.04478083,
44.423179,-0.0938,0.5061,0.7681,30.28906667,78.00281667,0.04478083,
44.461088,-0.0996,0.5120,0.7661,30.28906667,78.00281667,0.04478083,
44.462501,-0.1055,0.5159,0.7661,30.28906667,78.00281667,0.04478083,
44.501447,-0.1055,0.5199,0.7661,30.28906667,78.00281667,0.04478083,
44.503227,-0.1055,0.5199,0.7719,30.28906667,78.00281667,0.04478083,
44.542531,-0.1036,0.5199,0.7779,30.28906667,78.00281667,0.04478083,
44.546258,-0.0977,0.5179,0.7817,30.28906667,78.00281667,0.04478083,
44.581031,-0.0899,0.5179,0.7817,30.28906667,78.00281667,0.04478083,
44.583172,-0.0840,0.5199,0.7817,30.28906667,78.00281667,0.04478083,
44.622356,-0.0820,0.5238,0.7798,30.28906667,78.00281667,0.04478083,
44.625304,-0.0820,0.5296,0.7740,30.28906667,78.00281667,0.04478083,
44.661549,-0.0820,0.5355,0.7642,30.28906667,78.00281667,0.04478083,
44.664063,-0.0820,0.5374,0.7544,30.28906667,78.00281667,0.04478083,
44.700973,-0.0684,0.5374,0.7486,30.28906667,78.00281667,0.04478083,
44.703573,-0.0547,0.5277,0.7446,30.28906667,78.00281667,0.04478083,
44.741914,-0.0410,0.5061,0.7486,30.28906667,78.00281667,0.04478083,
44.744294,-0.0273,0.4866,0.7524,30.28906667,78.00281667,0.04478083,
44.780326,-0.0116,0.4612,0.7603,30.28906667,78.00281667,0.04478083,
44.782671,0.0000,0.4416,0.7700,30.28906667,78.00281667,0.04478083,
44.820198,0.0000,0.4260,0.7798,30.28906667,78.00281667,0.04478083,
44.822823,-0.0137,0.4202,0.7896,30.28906667,78.00281667,0.04478083,
44.860326,-0.0430,0.4319,0.7973,30.28906667,78.00281667,0.04478083,
44.863302,-0.0762,0.4456,0.8033,30.28906667,78.00281667,0.04478083,
44.899149,-0.1153,0.4730,0.8071,30.28906667,78.00281667,0.04478083,
44.902334,-0.1563,0.4945,0.8091,30.28906667,78.00281667,0.04478083,
44.939347,-0.2012,0.5140,0.8111,30.28906667,78.00281667,0.04478083,
44.942535,-0.2345,0.5336,0.8111,30.28906667,78.00281667,0.04478083,
44.979325,-0.2520,0.5433,0.8131,30.28906667,78.00281667,0.04478083,
44.982976,-0.2599,0.5453,0.8169,30.28906667,78.00281667,0.04478083,
45.019348,-0.2482,0.5296,0.8208,30.28906667,78.00281667,0.04478083,
45.022954,-0.2345,0.5179,0.8306,30.28906667,78.00281667,0.04478083,
45.059498,-0.2169,0.5022,0.8423,30.28906667,78.00281667,0.04478083,
45.063467,-0.1954,0.4866,0.8541,30.28906667,78.00281667,0.04478083,
45.099519,-0.1681,0.4670,0.8580,30.28906667,78.00281667,0.04478083,
45.102855,-0.1427,0.4534,0.8560,30.28906667,78.00281667,0.04478083,
45.138623,-0.1329,0.4534,0.8502,30.28906667,78.00281667,0.04478083,
45.141325,-0.1231,0.4593,0.8404,30.28906667,78.00281667,0.04478083,
45.178825,-0.1211,0.4749,0.8208,30.28906667,78.00281667,0.04478083,
45.182269,-0.1172,0.4924,0.7915,30.28906667,78.00281667,0.04478083,
45.218431,-0.1211,0.5238,0.7642,30.28906667,78.00281667,0.04478083,
45.221424,-0.1290,0.5550,0.7329,30.28906667,78.00281667,0.04478083,
45.257532,-0.1427,0.5863,0.7016,30.28906667,78.00281667,0.04478083,
45.261077,-0.1563,0.6156,0.6762,30.28906667,78.00281667,0.04478083,
45.297752,-0.1681,0.6352,0.6528,30.28906667,78.00281667,0.04478083,
45.300646,-0.1758,0.6508,0.6312,30.28906667,78.00281667,0.04478083,
45.338298,-0.1837,0.6566,0.6195,30.28906667,78.00281667,0.04478083,
45.342517,-0.1895,0.6606,0.6156,30.28906667,78.00281667,0.04478083,
45.377223,-0.1915,0.6606,0.6176,30.28906667,78.00281667,0.04478083,
45.379925,-0.1895,0.6528,0.6176,30.28906667,78.00281667,0.04478083,
45.416936,-0.1856,0.6469,0.6273,30.28906667,78.00281667,0.04478083,
45.419414,-0.1837,0.6430,0.6371,30.28906667,78.00281667,0.04478083,
45.456776,-0.1837,0.6430,0.6430,30.28906667,78.00281667,0.04478083,
45.459007,-0.1856,0.6430,0.6469,30.28906667,78.00281667,0.04478083,
45.496293,-0.1876,0.6430,0.6469,30.28906667,78.00281667,0.04478083,
45.499003,-0.1915,0.6469,0.6410,30.28906667,78.00281667,0.04478083,
45.535886,-0.1895,0.6508,0.6312,30.28906667,78.00281667,0.04478083,
45.538573,-0.1876,0.6586,0.6195,30.28906667,78.00281667,0.04478083,
45.576948,-0.1837,0.6645,0.6098,30.28906667,78.00281667,0.04478083,
45.580888,-0.1739,0.6723,0.5961,30.28906667,78.00281667,0.04478083,
45.616418,-0.1583,0.6762,0.5804,30.28906667,78.00281667,0.04478083,
45.619392,-0.1387,0.6820,0.5707,30.28906667,78.00281667,0.04478083,
45.656629,-0.1094,0.6820,0.5609,30.28906667,78.00281667,0.04478083,
45.660333,-0.0801,0.6841,0.5511,30.28906667,78.00281667,0.04478083,
45.696523,-0.0547,0.6841,0.5433,30.28906667,78.00281667,0.04478083,
45.698914,-0.0312,0.6860,0.5413,30.28906667,78.00281667,0.04478083,
45.735072,-0.0137,0.6899,0.5413,30.28906667,78.00281667,0.04478083,
45.737677,0.0000,0.6918,0.5394,30.28906667,78.00281667,0.04478083,
45.774909,0.0000,0.6957,0.5374,30.28906667,78.00281667,0.04478083,
45.778127,0.0000,0.6997,0.5296,30.28906667,78.00281667,0.04478083,
45.815488,0.0000,0.7055,0.5277,30.28906667,78.00281667,0.04478083,
45.818782,0.0000,0.7074,0.5179,30.28906667,78.00281667,0.04478083,
45.854444,-0.0137,0.7074,0.5042,30.28906667,78.00281667,0.04478083,
45.857711,-0.0312,0.7153,0.4945,30.28906667,78.00281667,0.04478083,
45.894322,-0.0488,0.7153,0.4905,30.28906667,78.00281667,0.04478083,
45.897032,-0.0664,0.7153,0.4945,30.28906667,78.00281667,0.04478083,
45.934431,-0.0840,0.7153,0.5042,30.28906667,78.00281667,0.04478083,
45.936682,-0.1055,0.7134,0.5179,30.28906667,78.00281667,0.04478083,
45.974092,-0.1172,0.7134,0.5277,30.28906667,78.00281667,0.04478083,
45.976240,-0.1231,0.7095,0.5394,30.28906667,78.00281667,0.04478083,
46.015415,-0.1290,0.7153,0.5453,30.28906667,78.00281667,0.04478083,
46.018842,-0.1329,0.7192,0.5394,30.28906667,78.00281667,0.04478083,
46.054620,-0.1387,0.7290,0.5199,30.28906667,78.00281667,0.04478083,
46.057648,-0.1387,0.7427,0.5003,30.28906667,78.00281667,0.04478083,
46.093330,-0.1309,0.7583,0.4828,30.28906667,78.00281667,0.04478083,
46.097614,-0.1231,0.7719,0.4651,30.28906667,78.00281667,0.04478083,
46.133352,-0.1133,0.7817,0.4514,30.28906667,78.00281667,0.04478083,
46.136032,-0.0918,0.7915,0.4437,30.28906667,78.00281667,0.04478083,
46.172823,-0.0684,0.7915,0.4416,30.28906667,78.00281667,0.04478083,
46.175228,-0.0468,0.7896,0.4416,30.28906667,78.00281667,0.04478083,
46.213460,-0.0293,0.7798,0.4456,30.28906667,78.00281667,0.04478083,
46.216369,-0.0116,0.7719,0.4456,30.28906667,78.00281667,0.04478083,
46.252796,0.0000,0.7603,0.4397,30.28906667,78.00281667,0.04478083,
46.254901,0.0000,0.7524,0.4378,30.28906667,78.00281667,0.04478083,
46.293006,0.0000,0.7465,0.4358,30.28906667,78.00281667,0.04478083,
46.296151,0.0000,0.7407,0.4378,30.28906667,78.00281667,0.04478083,
46.333137,0.0000,0.7407,0.4397,30.28906667,78.00281667,0.04478083,
46.336685,0.0000,0.7388,0.4456,30.28906667,78.00281667,0.04478083,
46.373110,0.0000,0.7388,0.4534,30.28906667,78.00281667,0.04478083,
46.376033,0.0000,0.7407,0.4593,30.28906667,78.00281667,0.04478083,
46.411910,0.0000,0.7407,0.4651,30.28906667,78.00281667,0.04478083,
46.415147,-0.0137,0.7427,0.4670,30.28906667,78.00281667,0.04478083,
46.451650,-0.0293,0.7427,0.4691,30.28906667,78.00281667,0.04478083,
46.454349,-0.0449,0.7446,0.4691,30.28906667,78.00281667,0.04478083,
46.491909,-0.0624,0.7446,0.4670,30.28906667,78.00281667,0.04478083,
46.494527,-0.0801,0.7465,0.4651,30.28906667,78.00281667,0.04478083,
46.532287,-0.0996,0.7465,0.4632,30.28906667,78.00281667,0.04478083,
46.535735,-0.1074,0.7465,0.4612,30.28906667,78.00281667,0.04478083,
46.572204,-0.1153,0.7524,0.4553,30.28906667,78.00281667,0.04478083,
46.575085,-0.1231,0.7544,0.4514,30.28906667,78.00281667,0.04478083,
46.612036,-0.1309,0.7583,0.4456,30.28906667,78.00281667,0.04478083,
46.614827,-0.1407,0.7622,0.4397,30.28906667,78.00281667,0.04478083,
46.651443,-0.1504,0.7661,0.4319,30.28906667,78.00281667,0.04478083,
46.653800,-0.1602,0.7700,0.4202,30.28906667,78.00281667,0.04478083,
46.691174,-0.1700,0.7700,0.4065,30.28906667,78.00281667,0.04478083,
46.694065,-0.1758,0.7740,0.3948,30.28906667,78.00281667,0.04478083,
46.730345,-0.1817,0.7740,0.3831,30.28906667,78.00281667,0.04478083,
46.734067,-0.1876,0.7759,0.3713,30.28906667,78.00281667,0.04478083,
46.770882,-0.1915,0.7817,0.3577,30.28906667,78.00281667,0.04478083,
46.774302,-0.1954,0.7877,0.3440,30.28906667,78.00281667,0.04478083,
46.811502,-0.1973,0.7935,0.3361,30.28906667,78.00281667,0.04478083,
46.816485,-0.1993,0.7954,0.3342,30.28906667,78.00281667,0.04478083,
46.850588,-0.2012,0.8013,0.3361,30.28906667,78.00281667,0.04478083,
