
time,gFx,gFy,gFz,Latitude,Longitude,Speed (m/s),Pico
1068.467313,0.8033,-0.2110,0.3440,30.34474333,78.12860667,3.58812857,
1068.504485,0.8071,-0.2071,0.3537,30.34474333,78.12860667,3.58812857,
1068.507754,0.8169,-0.1993,0.3654,30.34474333,78.12860667,3.58812857,
1068.544092,0.8423,-0.1895,0.3771,30.34474333,78.12860667,3.58812857,
1068.545689,0.8776,-0.1798,0.3948,30.34474333,78.12860667,3.58812857,
1068.584328,0.9010,-0.1700,0.4065,30.34474333,78.12860667,3.58812857,
1068.586276,0.9264,-0.1563,0.4143,30.34474333,78.12860667,3.58812857,
1068.624251,0.9322,-0.1446,0.4162,30.34474333,78.12860667,3.58812857,
1068.626527,0.9440,-0.1329,0.4162,30.34474333,78.12860667,3.58812857,
1068.664466,0.9615,-0.1270,0.4162,30.34474333,78.12860667,3.58812857,
1068.667231,0.9615,-0.1231,0.4123,30.34474333,78.12860667,3.58812857,
1068.704355,0.9615,-0.1231,0.4065,30.34474333,78.12860667,3.58812857,
1068.707015,0.9420,-0.1192,0.3948,30.34474333,78.12860667,3.58812857,
1068.744516,0.9420,-0.1133,0.3908,30.34474333,78.12860667,3.58812857,
1068.747361,0.9382,-0.1270,0.3889,30.34474333,78.12860667,3.58812857,
1068.784923,0.9186,-0.1367,0.3811,30.34474333,78.12860667,3.58812857,
1068.787532,0.8970,-0.1485,0.3733,30.34474333,78.12860667,3.58812857,
1068.825293,0.8697,-0.1544,0.3654,30.34474333,78.12860667,3.58812857,
1068.828472,0.8541,-0.1583,0.3635,30.34474333,78.12860667,3.58812857,
1068.864482,0.8404,-0.1641,0.3615,30.34474333,78.12860667,3.58812857,
1068.867293,0.8365,-0.1641,0.3596,30.34474333,78.12860667,3.58812857,
