,std_z,Latitude,Longitude
348,0.3506715370193664,30.396265603289176,77.96878487239199
349,0.24888044888614386,30.39619575617931,77.9687834298674
350,0.5241303840867697,30.396136614039815,77.96878962453637
351,0.5692020815640799,30.396083733100234,77.96878844689962
352,0.7732323193477477,30.39603413907277,77.96878680741753
353,0.21284884402176488,30.395978483333412,77.96878822486629
355,0.3666928206160624,30.39588372119604,77.96877439365485
356,0.43969198075135224,30.395830731556288,77.9687594723842
358,0.22343162027611616,30.395723022033568,77.9687292746339
359,0.38191306269115216,30.39567004756649,77.96872052756711
360,0.4712132508765177,30.395611653388688,77.96871236186084
361,0.41187428181189945,30.395551026435683,77.96870239607317
363,0.35129448485565756,30.39544206379996,77.96868403000018
364,0.9367784796950014,30.395391475695412,77.9686755240729
365,0.3845736340781912,30.395345880000036,77.96867185870039
366,0.5436758924198887,30.395299625133255,77.96866854153312
367,0.468933978619309,30.39525293619183,77.96865895913905
368,0.41988477860873535,30.395214335331286,77.96865367768213
369,0.30347906571372274,30.39517912000004,77.96865023309986
372,0.21066627246325292,30.395033294385225,77.96863704614658
380,0.24049171499524957,30.394546988940178,77.96844335874188
382,0.2867327177679328,30.39441665242525,77.96837490823965
383,0.3032208744668243,30.394352428006723,77.96835201521546
385,0.2005591167298986,30.394216919266643,77.96831575536619
401,0.27961806956307605,30.39327514682128,77.96812890993407
402,0.5280286531876641,30.39323888666664,77.96812521089967
403,0.47970727081589876,30.39318434469993,77.96811576666641
407,0.23114910525948518,30.392893175813924,77.96811777684434
408,0.8886953222036639,30.39281662265784,77.96812442385348
409,0.545939868475029,30.392745366666652,77.96812654196667
410,0.30693802956955707,30.392678253288977,77.96813419744134
412,0.20818851285359657,30.39253878831133,77.96815411122485
413,0.22432089344019238,30.39246052999982,77.96817016969979
420,0.21638024582204946,30.391866898178687,77.96846934354333
455,0.20533083066400612,30.389825000000148,77.96929666999978
457,0.4236815354712911,30.389797699900257,77.96930448504956
458,0.5958488272635574,30.38978286601324,77.96930960132923
459,0.24197732052204965,30.38976917486677,77.9693209308998
468,0.4885756147730727,30.389478726963464,77.96957354785427
469,0.2652089487510171,30.389453420000148,77.9695935999997
470,0.262816960996076,30.38942199910312,77.96960905315625
471,0.3293157048380936,30.389386253853825,77.96962073950138
472,0.20853316508829844,30.389341180000084,77.96962790819998
475,0.5441135361976523,30.389171884933855,77.9696509243706
484,0.2578845593684531,30.388672036066662,77.96967564726658
485,0.39806497057419343,30.388629160827605,77.9696917301988
493,0.5027419658149814,30.388268616899794,77.97008517999957
501,0.29802471317107554,30.387807154503328,77.97040578079438
505,0.21412856489777635,30.387620700697706,77.97055825883739
506,0.20843895999269907,30.387579305899987,77.97059305333303
509,0.20887078455992716,30.38747858666663,77.97065730803301
510,0.20561233138719556,30.387452037907103,77.97067372621287
529,0.20979000601245007,30.386961350461814,77.97160183693052
555,0.21287755323811103,30.38657137088809,77.97285571029573
556,0.6265062005615314,30.386559302500046,77.97287652500034
557,0.22351460157563943,30.38654304913901,77.97289208827775
579,0.48134099070408815,30.3854820627063,77.9739142045879
580,0.37717161316551623,30.38544802325572,77.97396249445224
584,0.2003316658461339,30.385253908599996,77.97406942236685
587,0.27864360956423523,30.385059588278125,77.97410713824469
588,0.34133342089961755,30.384992669400162,77.97412653000004
589,0.5328826953024778,30.38492443986755,77.97414503033094
590,0.360864662712373,30.384853696666646,77.97415743606625
591,0.21427877463315634,30.38479054927139,77.97416770086137
592,0.27356157138139525,30.384725094385395,77.97417910827252
595,0.3260027661962817,30.384571674481528,77.97426110056871
596,1.019392515512025,30.38452491456954,77.97430830860934
597,0.39818539912761314,30.384485003333417,77.97435597250013
598,0.31123065555335344,30.384450250858155,77.97440039604014
599,0.4795358537030175,30.384417314751072,77.97444362435186
600,0.44529736042794144,30.384380644717517,77.97447633152838
601,0.4871224234329915,30.384353795714187,77.97450747481727
602,0.2113412940636465,30.384323569999985,77.97452873333309
603,0.3266661350930235,30.384292639166635,77.97453458333351
604,0.35472408569627933,30.38426845269119,77.97453192445127
605,0.23530354207664322,30.384237508514992,77.97452092435626
606,0.22316062510811674,30.384191596900006,77.9745091469003
607,0.2608451424009981,30.384146475514846,77.9744993599007
608,0.39161759802951157,30.384087206412016,77.97448277697706
609,0.21147686265307136,30.384032913333165,77.97446638916625
613,0.3218069606733104,30.383794933554718,77.97441059830552
614,0.6342292473992718,30.383736320896993,77.97439773285755
616,0.3289407143811329,30.38362096069778,77.97438388398719
617,0.49331050135655374,30.383568764039815,77.97437405847641
618,0.4093378834685757,30.383525700697714,77.97437030976737
620,0.22268442410214415,30.383431074866756,77.97435698666713
621,0.3609593312002247,30.38339601333341,77.97435358606653
622,0.43161378949871415,30.383362768272285,77.97434722315573
624,0.2191031592225764,30.383297635348665,77.97433546511623
625,0.2210167146508211,30.383265969166658,77.97432736416653
626,0.2419980318699082,30.383229969400006,77.97432060030015
627,0.21890663729128107,30.3831869177483,77.97431846824539
628,0.36149437529980705,30.383132898106233,77.9743152765778
629,0.5558684387024511,30.383086918039773,77.97431193551502
630,0.28949586506274966,30.383037137947085,77.97430243158966
631,0.26583184855967984,30.382986486146102,77.97430322521605
633,0.2657480575736479,30.3828787654485,77.97433689079743
636,0.2609523719954969,30.38271931273917,77.97439315181532
638,0.6014468383317625,30.382627907209443,77.97443383697681
639,0.5050006768031694,30.38258299003334,77.97443810873726
640,0.3971111775259354,30.38254768333353,77.97444448863318
641,0.21104017858649837,30.382511122748223,77.97445731480173
642,0.43166471058258166,30.38248062235875,77.97446910827249
645,0.5277921829598419,30.382388663355695,77.9745155623591
647,0.5110909055055203,30.382317196666744,77.97457210000016
648,0.21817529259784207,30.382291788633097,77.97459039196688
649,0.2731632257941587,30.382263440624946,77.97460104500004
650,0.2891148690527619,30.382229111860486,77.97460786534913
651,0.4804801025614719,30.382197104319037,77.9746176655484
652,0.6226025409881022,30.38216378089998,77.97462145846691
653,0.3165581878177888,30.382130434518423,77.97462635438512
654,0.29462515143674967,30.382094358399936,77.97463438913304
655,0.3689866364333522,30.382057662508284,77.97465818481837
656,0.31507843341441044,30.382017790697677,77.97467860465078
657,0.28819125959466324,30.381975412790688,77.97469979817244
658,0.27869466410654425,30.381927955766514,77.9747188390996
659,0.28699792762590987,30.381882850000014,77.97477151666645
661,0.46050386536542043,30.381794321192128,77.97482743897302
662,0.24836178696803354,30.38173729690006,77.97487340309975
663,0.4255652490463214,30.381683708377697,77.97491078079426
664,0.3608994463511009,30.381636908033432,77.97493026393327
665,0.6688614113801604,30.381594863933206,77.97495166939952
666,0.3049294656926151,30.38156416169443,77.97496708415258
667,0.2518409346836294,30.381530997199942,77.97498060279969
668,0.5986999289624809,30.381498079999826,77.97501040432373
669,0.4958909397043291,30.381463616666558,77.97503425819941
670,0.3861719900104503,30.381439836854085,77.97506458390687
676,0.5257806144249699,30.381282083333137,77.97536167000042
677,0.3577578538220488,30.38125571440394,77.97541371139027
678,0.2820574918829277,30.38122870714282,77.97546297624531
679,0.46229793022076066,30.38120212651149,77.97550500827278
680,0.28723346592809196,30.38116921681078,77.97554374036591
681,0.40218599920454584,30.381133898471674,77.97557794907021
682,0.21231279039073972,30.38109743377482,77.97561112847664
683,0.24663702913690355,30.381059097566744,77.97563674666665
684,0.23498329931906892,30.381016941666726,77.97566124666638
688,0.4999430092607856,30.38088572232564,77.97574668578127
689,0.2123316154930714,30.380855323355345,77.97576233332194
690,0.32418738958956483,30.380818991800055,77.97577426089994
691,0.2958845432746144,30.380789170000014,77.97578875000033
692,0.30711220164257014,30.380757403993496,77.97580386138561
693,0.3222566062944559,30.380723023255815,77.9758339343858
694,0.43722719424493134,30.380683588040025,77.97586853046552
695,0.47597973359484896,30.380640830199834,77.97590143039977
696,0.640366772559882,30.380605655581398,77.97593289568083
697,0.26487070017837816,30.380566652259038,77.9759548701664
703,0.23707670067204534,30.380239313189282,77.97610467089717
717,0.34240352815020225,30.37917867883742,77.9761228020262
721,0.23140859827540206,30.378893673013106,77.97602937334399
725,0.24677159834838144,30.37854551854291,77.97603611768172
727,0.22741366195238893,30.378370594233203,77.97605780243356
729,0.24828879344597662,30.378201473509918,77.97609206119179
731,0.20023097101645138,30.378032503099803,77.97611608619995
738,1.113151704687393,30.377425149934453,77.97619908170493
750,0.5786448165569471,30.376525924039786,77.97636928245058
762,0.3630612390276858,30.3758567410963,77.97683752800658
763,0.49475174881618267,30.375819969400048,77.97689475030027
764,0.507419258824844,30.375777897583006,77.9769496216222
765,0.23102756685167566,30.375733749999902,77.97699764166644
767,0.6819306232637812,30.375652158383005,77.97709069306892
769,0.2841624431316224,30.375570406943435,77.97717611325623
770,0.5224302330424323,30.37553244466667,77.97722355866628
771,0.33476632524658234,30.3754947262126,77.97726500827223
772,0.39367334845470314,30.37545888666671,77.97730579666647
773,0.42861270656620293,30.37542896999985,77.97734680530006
774,0.3654634610261159,30.375393025577566,77.97738669966998
775,0.3949363755512398,30.375361276046696,77.97742022953518
776,0.38692791856345304,30.37532929086082,77.97745084655661
777,0.5237941678307342,30.375303586666746,77.97746717999964
778,0.30958010411584624,30.375278253333292,77.97750424179975
779,0.5471898366032061,30.375249161694295,77.97754028514905
780,0.3750661938099184,30.3752188554303,77.97757114456971
781,0.6036972537874484,30.37519141767442,77.97760016355517
782,0.3081483405070129,30.37515991349998,77.97762541999947
783,0.2738970953712321,30.375130813443675,77.97764653695377
784,0.32775476597639125,30.375097555300073,77.9776637219664
785,0.34534079978047816,30.375062916666806,77.97767416666619
786,0.2655559996058746,30.3750278877888,77.97767194475234
787,0.28511702939512157,30.37499480167777,77.97766562671116
788,0.3841750996969496,30.37495790455453,77.97765272584185
789,0.3375180966143689,30.374915556744245,77.97763801551481
791,0.3244449658890333,30.374843773654508,77.97761566445163
792,0.4044465789941277,30.3748166779139,77.97760250864275
794,0.3279367607514396,30.374768748910974,77.97756860009942
796,0.21800678710826493,30.37470231764915,77.97754414148962
798,0.24137270264204594,30.374636999103075,77.97752240601328
799,0.3008688930106718,30.37460256666666,77.97751394160002
800,0.28703319645813535,30.374569089999856,77.97750096785535
801,0.47130660534343793,30.374534586666595,77.97749694749982
802,0.5613978457229623,30.37449910377467,77.97748581148974
808,0.28214641388570216,30.3741879813953,77.97737387883733
809,0.20961655758946085,30.374117981162694,77.97735454860437
818,0.5091602506619325,30.37357590518154,77.97693542089135
851,0.7247434722393091,30.371920274186046,77.97517751604649
869,0.24096531391909104,30.370834851683053,77.97439325376234
889,0.207163388747408,30.36934056215951,77.97374032910338
897,0.3258237555682558,30.368852930000074,77.97353704470002
908,0.2982216068038185,30.368328033100084,77.97320721689964
909,0.26474063575148277,30.36828126619201,77.97317063705327
913,0.24467795567676773,30.368058874554492,77.97300248841556
914,0.6223113864278536,30.3679971173755,77.9729608549167
915,0.6109116328106207,30.36794005830553,77.97292386229216
916,0.5380845522543588,30.367886352600035,77.97289021926693
917,0.31167990333615575,30.367836486146285,77.97285866847145
919,0.22629135008569637,30.367719598217974,77.97278599250794
924,0.3300086152699455,30.36736940397356,77.97259408149058
925,0.20138799700446572,30.36729988372094,77.97254980953501
926,0.21428086595607657,30.367228092126396,77.97250620973377
939,0.31188888504437573,30.3663963362,77.97195826690057
948,0.3162406280745246,30.365807308566673,77.97153735810001
964,0.3214896641218525,30.36483458650005,77.97083750000006
965,0.3075033288987257,30.364774288311352,77.97079003069537
980,0.20356804780459894,30.363856908633345,77.97003267470048
984,0.21256902620354687,30.36362751946684,77.96974982999987
1001,0.3313354935938688,30.36274048909996,77.96869991333372
1008,0.5463066088884235,30.3622056809,77.96848346423282
1009,0.3693418410613488,30.362150979337795,77.96845473761566
1010,0.3141744209055248,30.362096813333345,77.96843304180034
1011,0.6173758806238312,30.362033746666622,77.9684011083329
1012,0.4327025566092779,30.361982469072895,77.9683738769532
1013,0.2653013529432885,30.361931153920377,77.96833864674423
1014,0.6803391157889105,30.361892050930123,77.96829887627887
1015,0.23285031084211413,30.361851652259002,77.96824762152856
1018,0.22821197764576667,30.361749089202483,77.96807163677771
1021,0.6944563755570049,30.361639615656525,77.9678691243432
1023,0.4634262782817456,30.36156743654487,77.96775054574768
1060,0.6984689365322899,30.358476070364226,77.9661849668871
1061,0.30608564174891006,30.358396630900042,77.96613473090025
1072,0.2813160497625486,30.357469513800133,77.96583066380019
1073,0.21272523781220856,30.357380780331102,77.96578705516596
1074,0.25366749615504836,30.357294846666804,77.96574332196639
1075,0.2708906792944864,30.357207158466665,77.9656994142331
1076,0.30893693966031316,30.357115462292402,77.9656612596342
1077,0.25363527088872134,30.357018688217817,77.96561969481883
1080,0.21406039763934906,30.35674472500002,77.96554166666675
1088,0.4513242072139097,30.356098186066436,77.96524126940048
1089,0.6343953477579969,30.35603911710979,77.96520643950201
1110,0.20503964722687973,30.354535753000096,77.96383732999999
1154,0.23333183427421095,30.351043429999947,77.9604694387001
1157,0.30346504478524006,30.3508103339075,77.96025337529842
1160,0.4195726208467122,30.35059751062717,77.96003126825076
1161,0.22863498727069934,30.35054757759999,77.95994935573307
1167,0.31318584945510486,30.35033408999998,77.95941486465334
1168,0.5675721693063231,30.350284161694486,77.95933706754147
1169,0.3416900703010013,30.350237790896937,77.95926595531517
1176,0.29519746340537406,30.3498576021193,77.9588855190393
1178,0.24602817013453332,30.349725707818628,77.95873155771815
1179,0.4193905618737313,30.349658020000177,77.95865060480372
1239,0.6443827525834862,30.34625063725489,77.95443758950982
1246,0.41662164057758455,30.34573607036414,77.95407053258309
1258,0.22233500031646264,30.344802246999983,77.9535508334996
1259,0.21053928951789158,30.344731178410846,77.95353750864254
1283,0.26020958735326655,30.343640427351126,77.95310733225176
1317,0.3717717545046566,30.34232778083336,77.9548366633332
1320,0.5116703904168282,30.342120988936966,77.95487299777393
1331,0.5511728306595872,30.341467012591274,77.9550466471434
1332,0.37868723858795617,30.341412686435728,77.95506674584186
1348,0.20779748496242612,30.34012439599326,77.95542099917228
1349,0.7943595123972218,30.34004027499984,77.95546625000047
1350,0.4070688438321681,30.33995786861384,77.9555115841587
1364,0.2110170064039057,30.339031268217802,77.95608912874548
1390,0.31275447984393734,30.33664417717601,77.95661878159521
1541,0.2127921182396158,30.33629346315629,77.96781029873796
1545,0.2084343693858726,30.336291386666616,77.96832977536671
1552,0.4129652734597766,30.336370519999893,77.96919323666614
1553,0.38862255596145406,30.33639509715222,77.96931099046387
1562,0.2500183223377866,30.336476669999854,77.97027745598007
1563,0.5585002930057696,30.336475116511682,77.97038588860505
1583,0.21848811381402475,30.336508849230736,77.97253217923063
1595,0.2535027678889023,30.335955609933936,77.97367448410574
1598,0.25079793276102275,30.335787003000053,77.97397316399997
1609,0.2059958751601576,30.33511152529989,77.975102333333
1632,0.23331783746521126,30.334214382631565,77.97736500000028
1656,0.2198153434111515,30.33353691666658,77.97952489666659
1686,0.2781322612879065,30.332499592458483,77.98227954262438
1730,0.23763019586315234,30.332343435766713,77.98547408909963
1772,0.2180628789317853,30.332275316666667,77.98789685243355
1778,0.25735135646775575,30.33224990661193,77.98812627993375
1779,0.3886769629181792,30.332251564933685,77.98816269294687
1783,0.44851907140164576,30.33223353875008,77.98838125000032
1784,0.29565972498843707,30.3322365030001,77.98842933650054
1785,0.7388826277661577,30.332227365364123,77.98846268235073
1786,0.32046118351455166,30.332221955234793,77.98850429285282
1787,0.28831083675188907,30.33220925761595,77.98855629162287
1789,0.21382490621005085,30.33218097760008,77.98866400333364
1791,0.35538963581243893,30.33215074750844,77.988749925814
1794,0.3104464707175418,30.33212042102984,77.98881259398675
